kood,korpus,tekstikeel,tekstityyp,elukoht,taust,vanus,sugu,emakeel,kodukeel,keeletase,haridus,abivahendid
doc_617668397768_item,cFOoRQekA,eesti,essee,tallinn,ylop,kuni26,naine,vene,vene,C1,kesk,jah
doc_619414763673_item,cFOoRQekA,eesti,muu,muu,tootu,41plus,mees,katalaani,prantsuse,C,muu,jah
doc_634572338199_item,cFOoRQekA,eesti,essee,idaviru,ylop,kuni26,naine,vene,vene,B1,kesk,ei
doc_634572338200_item,cFOoRQekA,eesti,essee,tallinn,ylop,kuni26,naine,vene,vene,B,kesk,ei
doc_634572338201_item,cFOoRQekA,eesti,vastkys,tallinn,ylop,kuni26,mees,vene,vene,A,kesk,jah
doc_634572338202_item,cFOoRQekA,eesti,vastkys,tallinn,ylop,kuni26,naine,vene,vene,B,kesk,jah
doc_634572338203_item,cFOoRQekA,eesti,essee,tallinn,ylop,kuni26,mees,vene,vene,B,kesk,jah
doc_634572338204_item,cFOoRQekA,eesti,amtkiri,idaviru,ylop,kuni26,mees,vene,vene,A,kesk,jah
doc_634572338205_item,cFOoRQekA,eesti,essee,idaviru,ylop,kuni26,mees,vene,vene,A,kesk,jah
doc_634572338206_item,cFOoRQekA,eesti,essee,tallinn,ylop,kuni26,naine,vene,vene,B,kesk,jah
doc_634572338207_item,cFOoRQekA,eesti,amtkiri,idaviru,ylop,kuni26,mees,vene,vene,B,kesk,jah
doc_634572338208_item,cFOoRQekA,eesti,amtkiri,tallinn,ylop,kuni26,mees,vene,vene,C,kesk,jah
doc_634572338209_item,cFOoRQekA,eesti,amtkiri,idaviru,ylop,kuni26,mees,vene,vene,B,kesk,jah
doc_634572338210_item,cFOoRQekA,eesti,amtkiri,tallinn,ylop,kuni26,mees,vene,vene,B,kesk,jah
doc_634572338211_item,cFOoRQekA,eesti,amtkiri,tallinn,ylop,kuni26,mees,vene,vene,A,kesk,jah
doc_634572338212_item,cFOoRQekA,eesti,amtkiri,idaviru,ylop,kuni26,mees,vene,vene,C,kesk,jah
doc_634572338213_item,cFOoRQekA,eesti,isikiri,idaviru,ylop,kuni26,mees,vene,vene,A,kesk,jah
doc_634572338214_item,cFOoRQekA,eesti,amtkiri,tallinn,ylop,kuni26,naine,vene,vene,B,kesk,jah
doc_634572338215_item,cFOoRQekA,eesti,amtkiri,idaviru,ylop,kuni26,mees,vene,vene,A,kesk,jah
doc_634572338216_item,cFOoRQekA,eesti,amtkiri,idaviru,ylop,kuni26,mees,vene,vene,A,kesk,jah
doc_634572338217_item,cFOoRQekA,eesti,amtkiri,idaviru,ylop,kuni26,mees,vene,vene,A,kesk,jah
doc_634572338218_item,cFOoRQekA,eesti,amtkiri,tallinn,ylop,kuni26,mees,vene,vene,B,kesk,jah
doc_634572338219_item,cFOoRQekA,eesti,isikiri,idaviru,ylop,kuni26,naine,vene,vene,B,kesk,jah
doc_634572338220_item,cFOoRQekA,eesti,amtkiri,idaviru,ylop,kuni26,naine,vene,vene,B,kesk,jah
doc_634572338221_item,cFOoRQekA,eesti,amtkiri,tallinn,ylop,kuni26,mees,vene,vene,B,kesk,jah
doc_634572338222_item,cFOoRQekA,eesti,muu,idaviru,teenist,kuni26,mees,vene,vene,B,kesk,ei
doc_634572338223_item,cFOoRQekA,eesti,tolge,idaviru,teenist,kuni40,mees,vene,vene,B,korg,jah
doc_634572338224_item,cFOoRQekA,eesti,essee,idaviru,teenist,kuni40,mees,vene,vene,A,kesk,jah
doc_634572338225_item,cFOoRQekA,eesti,essee,idaviru,teenist,kuni40,mees,vene,vene,B,kesk,jah
doc_634572338226_item,cFOoRQekA,eesti,essee,idaviru,teenist,kuni40,mees,vene,vene,B,kesk,jah
doc_634572338227_item,cFOoRQekA,eesti,muu,idaviru,teenist,kuni26,mees,vene,vene,A,kesk,ei
doc_634572338228_item,cFOoRQekA,eesti,muu,idaviru,teenist,kuni26,mees,vene,vene,A,kesk,ei
doc_634572338229_item,cFOoRQekA,eesti,muu,idaviru,teenist,kuni26,mees,vene,vene,A,kesk,ei
doc_634572338230_item,cFOoRQekA,eesti,essee,idaviru,teenist,kuni40,naine,vene,vene,C,kesk,jah
doc_634572338231_item,cFOoRQekA,eesti,essee,idaviru,teenist,kuni40,mees,vene,vene,B,kesk,jah
doc_634572338232_item,cFOoRQekA,eesti,essee,idaviru,teenist,kuni40,mees,vene,vene,A2,kesk,jah
doc_634572338233_item,cFOoRQekA,eesti,essee,idaviru,teenist,kuni40,mees,vene,vene,A,kesk,jah
doc_634572338234_item,cFOoRQekA,eesti,essee,idaviru,teenist,kuni40,mees,vene,vene,A,kesk,jah
doc_634572338235_item,cFOoRQekA,eesti,amtkiri,idaviru,teenist,kuni26,naine,vene,vene,A,kesk,ei
doc_634572338236_item,cFOoRQekA,eesti,amtkiri,idaviru,teenist,kuni40,naine,vene,vene,B,kesk,ei
doc_634572338237_item,cFOoRQekA,eesti,amtkiri,idaviru,teenist,kuni26,naine,vene,vene,A,kesk,ei
doc_634572338238_item,cFOoRQekA,eesti,amtkiri,idaviru,teenist,kuni26,naine,vene,vene,A,kesk,ei
doc_634572338239_item,cFOoRQekA,eesti,amtkiri,idaviru,teenist,kuni26,naine,vene,vene,A,kesk,ei
doc_634572338240_item,cFOoRQekA,eesti,amtkiri,idaviru,teenist,kuni26,naine,vene,vene,A,kesk,ei
doc_634572338241_item,cFOoRQekA,eesti,vastkys,idaviru,teenist,kuni26,naine,vene,vene,A,kesk,ei
doc_634572338242_item,cFOoRQekA,eesti,vastkys,idaviru,teenist,kuni40,naine,vene,vene,A,kesk,ei
doc_634572338243_item,cFOoRQekA,eesti,vastkys,idaviru,teenist,kuni40,naine,vene,vene,A,kesk,ei
doc_634572338244_item,cFOoRQekA,eesti,essee,idaviru,teenist,kuni40,naine,vene,vene,A,kesk,ei
doc_634572338245_item,cFOoRQekA,eesti,harjutus,idaviru,teenist,kuni40,mees,vene,vene,A,kesk,jah
doc_634572338246_item,cFOoRQekA,eesti,vastkys,idaviru,teenist,kuni40,mees,vene,vene,A,kesk,ei
doc_634572338247_item,cFOoRQekA,eesti,vastkys,idaviru,teenist,kuni40,naine,vene,vene,A,kesk,ei
doc_634572338248_item,cFOoRQekA,eesti,vastkys,idaviru,teenist,kuni40,mees,vene,vene,A,kesk,ei
doc_634572338249_item,cFOoRQekA,eesti,vastkys,idaviru,teenist,kuni40,naine,vene,vene,A,kesk,ei
doc_637353305874_item,cFOoRQekA,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_637353305875_item,cFOoRQekA,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_637353305876_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305877_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305878_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305879_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305880_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305881_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305882_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305883_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305884_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305885_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305886_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305887_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305888_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305889_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305890_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305891_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305892_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305893_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305894_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305895_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305896_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305897_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305898_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305899_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305900_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305901_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305902_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305903_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305904_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305905_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305906_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305907_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305908_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305909_item,clWmOIrLa,eesti,NA,muu,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305910_item,clWmOIrLa,eesti,NA,muu,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305911_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305912_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305913_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305914_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305915_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305916_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305917_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305918_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305919_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305920_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305921_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305922_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305923_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305924_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305925_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305926_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305927_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305928_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305929_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305930_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305931_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305932_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305933_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305934_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305935_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305936_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305937_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305938_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305939_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305940_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305941_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305942_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305943_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305944_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305945_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305946_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305947_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305948_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305949_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305950_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305951_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305952_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305953_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305954_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305955_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305956_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305957_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305958_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305959_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305960_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305961_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305962_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305963_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305964_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305965_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305966_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305967_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305968_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305969_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305970_item,clWmOIrLa,eesti,NA,muu,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305971_item,clWmOIrLa,eesti,NA,muu,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305972_item,clWmOIrLa,eesti,NA,muu,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305973_item,clWmOIrLa,eesti,NA,muu,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305974_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305975_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305976_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305977_item,clWmOIrLa,eesti,NA,muu,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305978_item,clWmOIrLa,eesti,NA,muu,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305979_item,clWmOIrLa,eesti,NA,muu,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305980_item,clWmOIrLa,eesti,NA,muu,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305981_item,clWmOIrLa,eesti,NA,muu,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305982_item,clWmOIrLa,eesti,NA,muu,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305983_item,clWmOIrLa,eesti,NA,muu,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305984_item,clWmOIrLa,eesti,NA,muu,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305985_item,clWmOIrLa,eesti,NA,muu,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305986_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305987_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305988_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305989_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305990_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305991_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353305992_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305993_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305994_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305995_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305996_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305997_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305998_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353305999_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353306000_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306001_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353306002_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306003_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306004_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306005_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306006_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306007_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353306008_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306009_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306010_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306011_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306012_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306013_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306014_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306015_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306016_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306017_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306018_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353306019_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306020_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306021_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306022_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353306023_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306024_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306025_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306026_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353306027_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306028_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353306029_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353306030_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353306031_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306032_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353306033_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306034_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353306035_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306036_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306037_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306038_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306039_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353306040_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353306041_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306042_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353306043_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306044_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353306045_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306046_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306047_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306048_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353306049_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306050_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306051_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353306052_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306053_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306054_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306055_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353306056_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306057_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306058_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306059_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306060_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306061_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306062_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353306063_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_637353306064_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306065_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306066_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306067_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_637353306068_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_637353306069_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
